file,timestamp [ns],recording offset [secs],video offset [secs]
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852110700091413,2.777091413,1.394006
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852110739140413,2.816140413,1.433055
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852110771048413,2.848048413,1.464963
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852110807137413,2.884137413,1.501052
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852110841355413,2.918355413,1.53527
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852110869000413,2.946000413,1.562915
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852110903702413,2.980702413,1.597617
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852110938211413,3.015211413,1.632126
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852110971823413,3.048823413,1.665738
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111004446413,3.081446413,1.698361
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111038253413,3.115253413,1.732168
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111072031413,3.149031413,1.765946
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111103141413,3.180141413,1.797056
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111136711413,3.213711413,1.830626
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111169410413,3.246410413,1.863325
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111204272413,3.281272413,1.898187
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111239200413,3.316200413,1.933115
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111271729413,3.348729413,1.965644
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111304480413,3.381480413,1.998395
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111340627413,3.417627413,2.034542
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111371717413,3.448717413,2.065632
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111403693413,3.480693413,2.097608
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111440364413,3.517364413,2.134279
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111471161413,3.548161413,2.165076
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111502989413,3.579989413,2.196904
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111539419413,3.616419413,2.233334
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111570648413,3.647648413,2.264563
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111602499413,3.679499413,2.296414
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111638080413,3.715080413,2.331995
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111669834413,3.746834413,2.363749
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111701891413,3.778891413,2.395806
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111740348413,3.817348413,2.434263
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111768823413,3.845823413,2.462738
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111803721413,3.880721413,2.497636
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111838443413,3.915443413,2.532358
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111868618413,3.945618413,2.562533
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111901140413,3.978140413,2.595055
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111936627413,4.013627413,2.630542
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852111969037413,4.046037413,2.662952
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112001531413,4.078531413,2.695446
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112039905413,4.116905413,2.73382
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112069345413,4.146345413,2.76326
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112101676413,4.178676413,2.795591
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112137747413,4.214747413,2.831662
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112172021413,4.249021413,2.865936
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112202743413,4.279743413,2.896658
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112242580413,4.319580413,2.936495
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112268836413,4.345836413,2.962751
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112301077413,4.378077413,2.994992
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112338729413,4.415729413,3.032644
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112368966413,4.445966413,3.062881
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112402664413,4.479664413,3.096579
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112436704413,4.513704413,3.130619
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112471523413,4.548523413,3.165438
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112503416413,4.580416413,3.197331
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112538811413,4.615811413,3.232726
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112569904413,4.646904413,3.263819
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112599964413,4.676964413,3.293879
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112639564413,4.716564413,3.333479
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112672285413,4.749285413,3.3662
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112702046413,4.779046413,3.395961
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112738372413,4.815372413,3.432287
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112771658413,4.848658413,3.465573
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112801215413,4.878215413,3.49513
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112837093413,4.914093413,3.531008
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112872824413,4.949824413,3.566739
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112902918413,4.979918413,3.596833
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112934469413,5.011469413,3.628384
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852112972051413,5.049051413,3.665966
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113000723413,5.077723413,3.694638
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113031539413,5.108539413,3.725454
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113066056413,5.143056413,3.759971
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113098648413,5.175648413,3.792563
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113130334413,5.207334413,3.824249
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113166392413,5.243392413,3.860307
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113198864413,5.275864413,3.892779
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113232512413,5.309512413,3.926427
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113280098413,5.357098413,3.974013
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113301679413,5.378679413,3.995594
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113330784413,5.407784413,4.024699
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113367097413,5.444097413,4.061012
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113397642413,5.474642413,4.091557
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113428792413,5.505792413,4.122707
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113466338413,5.543338413,4.160253
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113498049413,5.575049413,4.191964
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113529699413,5.606699413,4.223614
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113566399413,5.643399413,4.260314
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113598231413,5.675231413,4.292146
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113629629413,5.706629413,4.323544
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113667429413,5.744429413,4.361344
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113699103413,5.776103413,4.393018
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113731488413,5.808488413,4.425403
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113766933413,5.843933413,4.460848
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113798204413,5.875204413,4.492119
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113829875413,5.906875413,4.52379
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113866065413,5.943065413,4.55998
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113898472413,5.975472413,4.592387
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113930064413,6.007064413,4.623979
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113966245413,6.043245413,4.66016
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852113999724413,6.076724413,4.693639
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114029521413,6.106521413,4.723436
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114068274413,6.145274413,4.762189
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114097881413,6.174881413,4.791796
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114130124413,6.207124413,4.824039
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114165540413,6.242540413,4.859455
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114198134413,6.275134413,4.892049
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114230223413,6.307223413,4.924138
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114266363413,6.343363413,4.960278
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114299116413,6.376116413,4.993031
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114330715413,6.407715413,5.02463
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114366476413,6.443476413,5.060391
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114398266413,6.475266413,5.092181
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114430308413,6.507308413,5.124223
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114465341413,6.542341413,5.159256
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114498117413,6.575117413,5.192032
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114530076413,6.607076413,5.223991
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114568504413,6.645504413,5.262419
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114601201413,6.678201413,5.295116
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114634941413,6.711941413,5.328856
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114669121413,6.746121413,5.363036
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114702244413,6.779244413,5.396159
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114733965413,6.810965413,5.42788
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114770242413,6.847242413,5.464157
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114801396413,6.878396413,5.495311
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114832977413,6.909977413,5.526892
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114868504413,6.945504413,5.562419
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114901146413,6.978146413,5.595061
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114935642413,7.012642413,5.629557
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114965405413,7.042405413,5.65932
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852114997965413,7.074965413,5.69188
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115032160413,7.109160413,5.726075
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115065334413,7.142334413,5.759249
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115100193413,7.177193413,5.794108
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115130995413,7.207995413,5.82491
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115171343413,7.248343413,5.865258
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115202015413,7.279015413,5.89593
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115232726413,7.309726413,5.926641
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115268490413,7.345490413,5.962405
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115301035413,7.378035413,5.99495
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115332452413,7.409452413,6.026367
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115371738413,7.448738413,6.065653
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115402396413,7.479396413,6.096311
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115432747413,7.509747413,6.126662
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115470330413,7.547330413,6.164245
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115501130413,7.578130413,6.195045
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115529789413,7.606789413,6.223704
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115565671413,7.642671413,6.259586
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115598545413,7.675545413,6.29246
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115633493413,7.710493413,6.327408
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115665644413,7.742644413,6.359559
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115699777413,7.776777413,6.393692
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115733485413,7.810485413,6.4274
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115768647413,7.845647413,6.462562
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115799908413,7.876908413,6.493823
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115832775413,7.909775413,6.52669
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115869289413,7.946289413,6.563204
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115900648413,7.977648413,6.594563
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115934624413,8.011624413,6.628539
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852115969202413,8.046202413,6.663117
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116001375413,8.078375413,6.69529
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116034204413,8.111204413,6.728119
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116067512413,8.144512413,6.761427
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116103382413,8.180382413,6.797297
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116130151413,8.207151413,6.824066
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116162973413,8.239973413,6.856888
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116198826413,8.275826413,6.892741
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116231270413,8.308270413,6.925185
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116262317413,8.339317413,6.956232
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116298602413,8.375602413,6.992517
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116335771413,8.412771413,7.029686
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116368607413,8.445607413,7.062522
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116401741413,8.478741413,7.095656
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116434539413,8.511539413,7.128454
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116463958413,8.540958413,7.157873
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116502431413,8.579431413,7.196346
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116534512413,8.611512413,7.228427
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116565221413,8.642221413,7.259136
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116602855413,8.679855413,7.29677
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116635547413,8.712547413,7.329462
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116666745413,8.743745413,7.36066
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116700165413,8.777165413,7.39408
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116729920413,8.806920413,7.423835
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116761365413,8.838365413,7.45528
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116799984413,8.876984413,7.493899
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116830094413,8.907094413,7.524009
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116862565413,8.939565413,7.55648
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116899981413,8.976981413,7.593896
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116933478413,9.010478413,7.627393
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852116966644413,9.043644413,7.660559
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852117004329413,9.081329413,7.698244
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852117033687413,9.110687413,7.727602
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852117063532413,9.140532413,7.757447
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852117103560413,9.180560413,7.797475
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852117133487413,9.210487413,7.827402
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852117164833413,9.241833413,7.858748
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852117200797413,9.277797413,7.894712
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852117233767413,9.310767413,7.927682
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852117263759413,9.340759413,7.957674
